,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
514,Construction of buildings made of concrete,2,"[0.26581365, 0.5095247, 0.5796167, 0.35095865]",0.5796167254447937,Buildings are smaller,Field3_en,"[0.26581365, 0.53411835, 0.6182651, 0.35095865]",0.6182650923728943,Buildings are smaller,Field3_en,"[0.2569260410780109, 0.451554651383425, 0.6107461302676478, 0.3550373002930934]",0.6107461302676478,Buildings are smaller,Field3_en,"[0.2569260410780109, 0.44957926836188494, 0.612395576462453, 0.3550373002930934]",0.612395576462453,Buildings are smaller,Field3_en,"[-3.49315443740654, -2.680139725878961, -2.398444447138072, -3.5244167689908745]",-2.398444447138072,Buildings are smaller,Field3_en,"[-0.46377927794831647, -0.3186612103243629, -0.29891814192523025, -0.6085835349711998]",-0.29891814192523025,Buildings are smaller,Field3_en,17I3F3AB,3AB,Beton,0,c,2
515,concrete shrinks by heating,2,"[0.60315293, 0.62275964, 0.40541327, 0.2081582]",0.6227596402168274,Concrete dries out,Field2_en,"[0.6227552, 0.6746083, 0.33655205, 0.23326936]",0.6746082901954651,Concrete dries out,Field2_en,"[0.6286089339680212, 0.6159678384410765, 0.34114812243799125, 0.20496995581563363]",0.6286089339680212,Central heating,Field1_en,"[0.6290296740092371, 0.614277903091631, 0.3185341489499867, 0.20637390839271538]",0.6290296740092371,Central heating,Field1_en,"[-2.581592729635, -2.437626396835564, -3.2785873931229563, -3.917510178793073]",-2.437626396835564,Concrete dries out,Field2_en,"[-0.3006745236165423, -0.20971815282915895, -0.4667831561194259, -0.6232888507212389]",-0.20971815282915895,Concrete dries out,Field2_en,17I5FH3E,H3E,Beton,1,g,2
516,if there is to shrink the building central heating in a concrete building,2,"[0.6726041, 0.57734185, 0.5307124, 0.30303615]",0.6726040840148926,Central heating,Field1_en,"[0.75038254, 0.55276656, 0.50194263, 0.30305964]",0.7503825426101685,Central heating,Field1_en,"[0.694387902033839, 0.5146693519401407, 0.5182442834601269, 0.3217611045362555]",0.694387902033839,Central heating,Field1_en,"[0.6991632577618555, 0.49245783816814265, 0.5014747300797971, 0.31179113377417467]",0.6991632577618555,Central heating,Field1_en,"[-2.5256204714332, -2.7511457889789552, -2.698053385999558, -3.4181634063804576]",-2.5256204714332,Central heating,Field1_en,"[-0.008947203893104777, -0.13979615159430656, -0.20181473190298135, -0.6399342611544668]",-0.008947203893104777,Central heating,Field1_en,17I6F2VB,2VB,Beton,1,g,2
517,Wall heating,2,"[0.68638736, 0.41048977, 0.25904927, 0.30082744]",0.6863873600959778,Central heating,Field1_en,"[0.68638736, 0.39534932, 0.2612693, 0.30082744]",0.6863873600959778,Central heating,Field1_en,"[0.8488956682262625, 0.359588717866286, 0.25861555417815874, 0.2853000397001104]",0.8488956682262625,Central heating,Field1_en,"[0.8488956682262625, 0.35227892269427646, 0.2505288255405772, 0.2853000397001104]",0.8488956682262625,Central heating,Field1_en,"[-1.691486525407076, -3.510808610647111, -3.5990996185593103, -3.7601085048329828]",-1.691486525407076,Central heating,Field1_en,"[-0.4116003554402584, -0.4234215811202817, -0.5209852143306393, -0.561192459304688]",-0.4116003554402584,Central heating,Field1_en,17I6FH3C,H3C,Beton,0,c,2
518,use is central heating in the building,2,"[0.77704376, 0.3422868, 0.49570498, 0.26098046]",0.7770437598228455,Central heating,Field1_en,"[0.85341847, 0.29311463, 0.4500302, 0.3080343]",0.8534184694290161,Central heating,Field1_en,"[0.9439865293844893, 0.30045041283011265, 0.39514887203238547, 0.2886306280477526]",0.9439865293844893,Central heating,Field1_en,"[0.9487370625855744, 0.29008353474903315, 0.377058779068828, 0.2916288653687551]",0.9487370625855744,Central heating,Field1_en,"[-2.0781667046792105, -3.0808308202804273, -2.6820039465402914, -3.4048243393762014]",-2.0781667046792105,Central heating,Field1_en,"[0.3670481921515866, -0.4846018055153847, -0.38744938912119514, -0.6793444389227118]",0.3670481921515866,Central heating,Field1_en,18I4F3GA1,3GA1,Beton,1,g,2
519,concrete shrinks,2,"[0.23712553, 0.7028816, 0.34942183, 0.17413981]",0.7028815746307373,Concrete dries out,Field2_en,"[0.23712553, 0.72525334, 0.3297347, 0.17413981]",0.7252533435821533,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6243342991784272, 0.3146612468385386, 0.14057567312771854]",0.6243342991784272,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6195179401074478, 0.29923977321293876, 0.14057567312771854]",0.6195179401074478,Concrete dries out,Field2_en,"[-3.795813587578535, -2.2991790538779364, -3.4967890232371053, -4.066812491850853]",-2.2991790538779364,Concrete dries out,Field2_en,"[-0.5153285817764975, -0.5302947609193452, -0.49292319416657887, -0.5945312278711208]",-0.49292319416657887,Buildings are smaller,Field3_en,19I1F3A3,3A3,Beton,3,g,2
520,Heating goes on,2,"[0.6809314, 0.41131023, 0.23508796, 0.20998988]",0.6809313893318176,Central heating,Field1_en,"[0.7164877, 0.34936434, 0.13923748, 0.21937938]",0.71648770570755,Central heating,Field1_en,"[0.8895972339237191, 0.36322300463054963, 0.18608274611741868, 0.21717085286051305]",0.8895972339237191,Central heating,Field1_en,"[0.8909578078231293, 0.3531893263096437, 0.15835578298684863, 0.21703772642392713]",0.8909578078231293,Central heating,Field1_en,"[-2.002969973811811, -3.178186370163806, -3.2014069406556214, -3.5978534098631902]",-2.002969973811811,Central heating,Field1_en,"[-0.4613338881542811, -0.44286940528002633, -0.5549620214541972, -0.5605185739024624]",-0.44286940528002633,Concrete dries out,Field2_en,1I4O3GA1,3GA1,Beton,1,g,2
521,There are many houses and buildings made of concrete (still),2,"[0.27239156, 0.48096496, 0.76268905, 0.3915207]",0.7626890540122986,Buildings are smaller,Field3_en,"[0.27375698, 0.4621009, 0.68456817, 0.3839738]",0.6845681667327881,Buildings are smaller,Field3_en,"[0.2577995179864101, 0.42466514919963827, 0.7238056859526047, 0.388617589968313]",0.7238056859526047,Buildings are smaller,Field3_en,"[0.25111113673792257, 0.4125416268021566, 0.7036601429997125, 0.37860550435978196]",0.7036601429997125,Buildings are smaller,Field3_en,"[-3.322757667933941, -2.8636122494337406, -2.0260180265985177, -3.3830956648859383]",-2.0260180265985177,Buildings are smaller,Field3_en,"[-0.4361803554545977, -0.21422633759431492, 0.0060356265072101555, -0.5776135789508118]",0.0060356265072101555,Buildings are smaller,Field3_en,20I3F2VB,2VB,Beton,0,c,2
522,Elevators not fit,2,"[0.23811336, 0.19796602, 0.4392312, 0.6846778]",0.68467777967453,Elevators Bliven hang,Field4_en,"[0.22786339, 0.09440176, 0.39327767, 0.71577793]",0.7157779335975647,Elevators Bliven hang,Field4_en,"[0.23948189444755713, 0.08774116115539533, 0.42981085265541086, 0.8427109562193706]",0.8427109562193706,Elevators Bliven hang,Field4_en,"[0.23463241269770677, 0.06843369552402785, 0.41290189065376426, 0.8426479569409383]",0.8426479569409383,Elevators Bliven hang,Field4_en,"[-3.5302244417671464, -3.5910702511458283, -3.002071131511876, -2.22773374215713]",-2.22773374215713,Elevators Bliven hang,Field4_en,"[-0.4143594844309018, -0.46570302567340416, -0.4511528586820477, -0.647403199454818]",-0.4143594844309018,Central heating,Field1_en,20I3FH3C,H3C,Beton,4,g,2
523,especially makes the heat so to expand,2,"[0.3920022, 0.38147047, 0.39030302, 0.25986004]",0.3920021951198578,Central heating,Field1_en,"[0.37875047, 0.3147195, 0.24596179, 0.232355]",0.3787504732608795,Central heating,Field1_en,"[0.4339273880257836, 0.3573693938562053, 0.29043362986232873, 0.2515824817010784]",0.4339273880257836,Central heating,Field1_en,"[0.4348212805461414, 0.3405072843492024, 0.24174654721763883, 0.23772695615023745]",0.4348212805461414,Central heating,Field1_en,"[-3.081654064781696, -3.192773278908275, -3.004274110032336, -3.5207627894791456]",-3.004274110032336,Buildings are smaller,Field3_en,"[-0.3169553238849784, -0.31099112383363714, -0.3935558881204036, -0.538359702416086]",-0.31099112383363714,Concrete dries out,Field2_en,20I4O3A1,3A1,Beton,0,c,2
524,The central heating it is warm and humid,2,"[0.7227164, 0.39461797, 0.27942425, 0.24844092]",0.7227163910865784,Central heating,Field1_en,"[0.7467323, 0.32921934, 0.17272606, 0.25105214]",0.7467322945594788,Central heating,Field1_en,"[0.7298069819225121, 0.36070900078267526, 0.1709211817437628, 0.2517517340503514]",0.7298069819225121,Central heating,Field1_en,"[0.7285433224808384, 0.34836324792652595, 0.1537188192093376, 0.25004180893410816]",0.7285433224808384,Central heating,Field1_en,"[-2.218919780796713, -3.2562524214382353, -3.122819470992961, -3.6405707110858625]",-2.218919780796713,Central heating,Field1_en,"[-0.4283113655619899, -0.4391262151342317, -0.549800706579294, -0.5590405101915362]",-0.4283113655619899,Central heating,Field1_en,20I5F3AB,3AB,Beton,0,c,2
525,central heating,2,"[0.99999994, 0.24110739, 0.25649506, 0.190356]",0.9999999403953552,Central heating,Field1_en,"[0.99999994, 0.23186803, 0.2528243, 0.190356]",0.9999999403953552,Central heating,Field1_en,"[1.0, 0.25818132899991947, 0.23637088663629913, 0.20954683601133964]",1.0,Central heating,Field1_en,"[1.0, 0.2544551465565095, 0.22525893071907568, 0.20954683601133964]",1.0,Central heating,Field1_en,"[-0.0, -3.5795249261427617, -3.432471919893541, -3.8606200724341866]",-0.0,Central heating,Field1_en,"[0.9999999999999998, -0.6296348006861678, -0.6621779889733984, -0.7492246756044735]",0.9999999999999998,Central heating,Field1_en,20I5FH3E,H3E,Beton,1,g,2
526,if the central heating is in the wrong place,2,"[0.6721936, 0.38803017, 0.3467354, 0.21176817]",0.6721935868263245,Central heating,Field1_en,"[0.7877194, 0.26952562, 0.21270846, 0.23058069]",0.7877194285392761,Central heating,Field1_en,"[0.8861831938316487, 0.30972285898404606, 0.24727241265034341, 0.23780633054928124]",0.8861831938316487,Central heating,Field1_en,"[0.9125385463307041, 0.2732116455294484, 0.2059601548265768, 0.2329301245731413]",0.9125385463307041,Central heating,Field1_en,"[-2.3332609906824167, -3.074576675560652, -2.8672389363888398, -3.4605671639502535]",-2.3332609906824167,Central heating,Field1_en,"[0.05675359681088196, -0.3797940377396666, -0.511336983668495, -0.5933009722403784]",0.05675359681088196,Central heating,Field1_en,26I1FV3D,V3D,Beton,0,c,2
527,Shrink some buildings,2,"[0.30404797, 0.36024925, 0.7141327, 0.35666734]",0.7141327261924744,Buildings are smaller,Field3_en,"[0.2748464, 0.304439, 0.7303875, 0.33136335]",0.7303875088691711,Buildings are smaller,Field3_en,"[0.24480499620624005, 0.32525567015378304, 0.5935590933913031, 0.27405167943999553]",0.5935590933913031,Buildings are smaller,Field3_en,"[0.23367301174124547, 0.31023363744761623, 0.5791542166124447, 0.26259268938258923]",0.5791542166124447,Buildings are smaller,Field3_en,"[-3.418866359250235, -3.173059617340576, -1.767453970635969, -3.422331708765939]",-1.767453970635969,Buildings are smaller,Field3_en,"[-0.45242874419079226, -0.4137694156822146, -0.24500755220171785, -0.6283360627087397]",-0.24500755220171785,Buildings are smaller,Field3_en,26I2FH3D,H3D,Beton,3,g,2
528,Resume required otherwise the cold,2,"[0.2765469, 0.3855419, 0.25933635, 0.14135487]",0.3855418860912323,Concrete dries out,Field2_en,"[0.2484153, 0.31454268, 0.14192568, 0.13656914]",0.314542680978775,Concrete dries out,Field2_en,"[0.2165789987747789, 0.30296795878177096, 0.14779991440291607, 0.11881062441948732]",0.30296795878177096,Concrete dries out,Field2_en,"[0.2140146954431301, 0.2864352855585463, 0.11401790333194169, 0.11819871459217286]",0.2864352855585463,Concrete dries out,Field2_en,"[-3.284787554757738, -3.300735254558869, -3.2296782228049143, -3.699889510731888]",-3.2296782228049143,Buildings are smaller,Field3_en,"[-0.4796823790785326, -0.44834961172696, -0.49997740373997923, -0.5903173629384839]",-0.44834961172696,Concrete dries out,Field2_en,26I3FG3,G3,Beton,1,g,2
529,shrinks concrete,2,"[0.23712553, 0.7028816, 0.34942183, 0.17413981]",0.7028815746307373,Concrete dries out,Field2_en,"[0.23712553, 0.72525334, 0.3297347, 0.17413981]",0.7252533435821533,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6243342991784272, 0.3146612468385386, 0.14057567312771854]",0.6243342991784272,Concrete dries out,Field2_en,"[0.22609411740519034, 0.6195179401074478, 0.29923977321293876, 0.14057567312771854]",0.6195179401074478,Concrete dries out,Field2_en,"[-3.795813587578535, -2.2991790538779364, -3.4967890232371053, -4.066812491850853]",-2.2991790538779364,Concrete dries out,Field2_en,"[-0.5153285817764975, -0.5302947609193452, -0.49292319416657887, -0.5945312278711208]",-0.49292319416657887,Buildings are smaller,Field3_en,29I1F3AB,3AB,Beton,3,g,2
530,is now well used but not concrete,2,"[0.26935893, 0.51386744, 0.47073457, 0.22905853]",0.5138674378395081,Concrete dries out,Field2_en,"[0.2586515, 0.56689644, 0.31723204, 0.1949265]",0.5668964385986328,Concrete dries out,Field2_en,"[0.23328721617823034, 0.5292878377390113, 0.3792821681886779, 0.23782755270715772]",0.5292878377390113,Concrete dries out,Field2_en,"[0.20804759867602549, 0.5254477884630969, 0.313696623676212, 0.20277884474447724]",0.5254477884630969,Concrete dries out,Field2_en,"[-3.120046074335905, -2.6045727263026555, -2.7303733202006604, -3.419365197846918]",-2.6045727263026555,Concrete dries out,Field2_en,"[-0.37301088303471613, 0.00886887581481059, -0.2993067464269888, -0.555184484364491]",0.00886887581481059,Concrete dries out,Field2_en,2I6F3A1,3A1,Beton,0,c,2
531,Increase the concrete,2,"[0.26135892, 0.5172399, 0.3680619, 0.22418897]",0.5172399282455444,Concrete dries out,Field2_en,"[0.21603332, 0.5264598, 0.31146246, 0.22350293]",0.526459813117981,Concrete dries out,Field2_en,"[0.217803802271541, 0.44281454857881597, 0.33186071896942326, 0.22732553459181196]",0.44281454857881597,Concrete dries out,Field2_en,"[0.21371502659286704, 0.4392224756224784, 0.3158424270936059, 0.22688701705294703]",0.4392224756224784,Concrete dries out,Field2_en,"[-3.230813350520872, -2.1028110752301874, -2.939272800518435, -3.5649225841987207]",-2.1028110752301874,Concrete dries out,Field2_en,"[-0.49983310597683234, -0.5238714766078222, -0.5134329254347489, -0.6080202614541044]",-0.49983310597683234,Central heating,Field1_en,32I3FH3E,H3E,Beton,0,c,2
532,by heating instalation concrete dries out,2,"[0.5597375, 0.8754445, 0.3396403, 0.2431093]",0.8754444718360901,Concrete dries out,Field2_en,"[0.58337367, 0.8818919, 0.2601378, 0.25393438]",0.8818919062614441,Concrete dries out,Field2_en,"[0.6105892494243653, 0.9127735871482519, 0.25058743971001146, 0.22752424854332962]",0.9127735871482519,Concrete dries out,Field2_en,"[0.610097347669172, 0.9114927808748456, 0.22999584041480714, 0.22458027719842352]",0.9114927808748456,Concrete dries out,Field2_en,"[-2.6946656640621183, -1.3532942257222227, -3.3240890588651335, -3.781363759473133]",-1.3532942257222227,Concrete dries out,Field2_en,"[-0.27883504052625047, 0.376797706267558, -0.6389610454143142, -0.7419698702491949]",0.376797706267558,Concrete dries out,Field2_en,3I2O3A3,3A3,Beton,2,g,2
533,they make it concrete,2,"[0.19338866, 0.5905837, 0.43960068, 0.29623318]",0.5905836820602417,Concrete dries out,Field2_en,"[0.18064246, 0.61387914, 0.31061554, 0.27941534]",0.6138791441917419,Concrete dries out,Field2_en,"[0.18235783014230406, 0.5267036478643303, 0.35864751801805145, 0.256727367017915]",0.5267036478643303,Concrete dries out,Field2_en,"[0.17137923383275805, 0.5173186790189003, 0.3039767439975131, 0.23675627274693378]",0.5173186790189003,Concrete dries out,Field2_en,"[-3.238149660862207, -2.247026372336554, -2.7975062540944333, -3.384581816467762]",-2.247026372336554,Concrete dries out,Field2_en,"[-0.4787954662998576, -0.2937499770128846, -0.44071918177798164, -0.594950629796739]",-0.2937499770128846,Concrete dries out,Field2_en,5I3OG3,G3,Beton,0,c,2
534,they need a law to determine whether the concrete is good enough,2,"[0.26565927, 0.47894064, 0.4101744, 0.2400327]",0.4789406359195709,Concrete dries out,Field2_en,"[0.24654332, 0.44164154, 0.27286002, 0.2465064]",0.44164153933525085,Concrete dries out,Field2_en,"[0.23672332898263335, 0.4274835831769958, 0.32641742947820396, 0.22756574834455542]",0.4274835831769958,Concrete dries out,Field2_en,"[0.23376436721616653, 0.4164190700403727, 0.28526213535652933, 0.22390411751320136]",0.4164190700403727,Concrete dries out,Field2_en,"[-3.2930775820541385, -2.936486147262444, -2.9525542475909594, -3.5614780223453524]",-2.936486147262444,Concrete dries out,Field2_en,"[-0.3721476208777097, -0.17991610436103728, -0.3600784230332487, -0.5354461766978752]",-0.17991610436103728,Concrete dries out,Field2_en,5I6F2VB,2VB,Beton,0,c,2
535,by a warm dry air,2,"[0.3462825, 0.43911308, 0.165332, 0.18719056]",0.4391130805015564,Concrete dries out,Field2_en,"[0.35150358, 0.4434922, 0.10105527, 0.21006256]",0.44349220395088196,Concrete dries out,Field2_en,"[0.3891757171014449, 0.4846422780042013, 0.10408517678745374, 0.19244065542904146]",0.4846422780042013,Concrete dries out,Field2_en,"[0.38896133895656454, 0.48021552725960615, 0.09034701838791953, 0.1944333591575626]",0.48021552725960615,Concrete dries out,Field2_en,"[-3.22048238433516, -3.1573415447635123, -3.308779815886982, -3.659770005460501]",-3.1573415447635123,Concrete dries out,Field2_en,"[-0.5467556211094917, -0.5408814694074069, -0.535190522996154, -0.5795014651528214]",-0.535190522996154,Buildings are smaller,Field3_en,8I2FV3D,V3D,Beton,0,c,2
536,If concrete is hot (eg heater) it shrinks,2,"[0.4215658, 0.61981994, 0.36156052, 0.2678451]",0.6198199391365051,Concrete dries out,Field2_en,"[0.4395048, 0.5783822, 0.2510468, 0.2710566]",0.5783821940422058,Concrete dries out,Field2_en,"[0.47755247511671156, 0.5553687673846812, 0.2837367662467954, 0.2536683555896504]",0.5553687673846812,Concrete dries out,Field2_en,"[0.4789217509550726, 0.5351519901415766, 0.2569356518213409, 0.25019670409402783]",0.5351519901415766,Concrete dries out,Field2_en,"[-3.285425453515291, -2.8408571898968606, -3.170271285701175, -3.7439393206217884]",-2.8408571898968606,Concrete dries out,Field2_en,"[-0.341324762900402, -0.19004264748843716, -0.461275265394344, -0.5618016445987577]",-0.19004264748843716,Concrete dries out,Field2_en,8I2O3AB,3AB,Beton,3,g,2
537,Concrete shrinks as there is central heating,2,"[0.6971231, 0.611154, 0.45839068, 0.24653268]",0.697123110294342,Central heating,Field1_en,"[0.77421457, 0.6162008, 0.37150565, 0.23142152]",0.7742145657539368,Central heating,Field1_en,"[0.6681412908578491, 0.6098818720408143, 0.36969462826393024, 0.22017331935150417]",0.6681412908578491,Central heating,Field1_en,"[0.6710678076774158, 0.5984875485158394, 0.34015389817520597, 0.21155382491977057]",0.6710678076774158,Central heating,Field1_en,"[-2.3644980715065276, -2.688426880538796, -3.0321088309122137, -3.6708535490536867]",-2.3644980715065276,Central heating,Field1_en,"[-0.012586612766768385, -0.10040410802425516, -0.4360737019135952, -0.6897061797888892]",-0.012586612766768385,Central heating,Field1_en,8I3FG3,G3,Beton,3,g,2
538,concrete is not of good quality,2,"[0.23196568, 0.51601624, 0.40858302, 0.24319965]",0.5160162448883057,Concrete dries out,Field2_en,"[0.20471504, 0.548832, 0.27950832, 0.24499294]",0.5488319993019104,Concrete dries out,Field2_en,"[0.20740726994720396, 0.509474091989674, 0.33387209467009066, 0.2452403331818264]",0.509474091989674,Concrete dries out,Field2_en,"[0.19711389096648493, 0.5031415106554963, 0.2976278642725373, 0.23703673322220067]",0.5031415106554963,Concrete dries out,Field2_en,"[-3.3365032343054772, -2.5943083220672682, -2.9007495767905502, -3.5303290086756705]",-2.5943083220672682,Concrete dries out,Field2_en,"[-0.46216730816578394, -0.3356939620600745, -0.45389450254279784, -0.5893816378341825]",-0.3356939620600745,Concrete dries out,Field2_en,8I5F3TT1,3TT1,Beton,0,c,2
