Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
beton droogt uit,Beton droogt uit,concrete dries out,Concrete dries out,2,g,Beton;Field2
De centrale verwarming wordt gebruikt,Beton droogt uit,The central heating is used,Concrete dries out,1,g,Beton;Field2
gebruiken veel meer betonnen panelen,Beton droogt uit,Using more concrete panels,Concrete dries out,0,c,Beton;Field2
kan met een bepaalde verwarming het beton inkrimpen,Beton droogt uit,can reduce the concrete with a specific heating,Concrete dries out,3,g,Beton;Field2
de verwarming staat natuurlijk aan,Beton droogt uit,heating is of course,Concrete dries out,1,g,Beton;Field2
Dat kan niet goed tegen UV-straling,Beton droogt uit,This can not be properly against UV radiation,Concrete dries out,0,c,Beton;Field2
Door verwarmingcentrales krimpt het beton,Beton droogt uit,By heating plants shrinks concrete,Concrete dries out,1,g,Beton;Field2
Constructie van gebouwen wordt van beton gemaakt,Beton droogt uit,Construction of buildings made of concrete,Concrete dries out,0,c,Beton;Field2
beton krimpt door centrale verwarming,Beton droogt uit,concrete shrinks by heating,Concrete dries out,1,g,Beton;Field2
als er een centrale verwarming in een betonnen gebouw zit kan het gebouw gaan krimpen,Beton droogt uit,if there is to shrink the building central heating in a concrete building,Concrete dries out,1,g,Beton;Field2
Muur verwarming,Beton droogt uit,Wall heating,Concrete dries out,0,c,Beton;Field2
gebruikt men centrale verwarming in het gebouw,Beton droogt uit,use is central heating in the building,Concrete dries out,1,g,Beton;Field2
beton krimpt,Beton droogt uit,concrete shrinks,Concrete dries out,3,g,Beton;Field2
Verwarming gaat aan,Beton droogt uit,Heating goes on,Concrete dries out,1,g,Beton;Field2
worden er veel huizen en gebouwen van beton gemaakt (nu nog steeds),Beton droogt uit,There are many houses and buildings made of concrete (still),Concrete dries out,0,c,Beton;Field2
Passen liften niet meer,Beton droogt uit,Elevators not fit,Concrete dries out,4,g,Beton;Field2
zorgt vooral de verwarming dus voor uitzetten,Beton droogt uit,especially makes the heat so to expand,Concrete dries out,0,c,Beton;Field2
Door de centrale verwarming wordt het warm en vochtiger,Beton droogt uit,The central heating it is warm and humid,Concrete dries out,0,c,Beton;Field2
centrale verwarming,Beton droogt uit,central heating,Concrete dries out,1,g,Beton;Field2
als de centrale verwarming op de verkeerde plek zit,Beton droogt uit,if the central heating is in the wrong place,Concrete dries out,0,c,Beton;Field2
Krimpen sommige gebouwen,Beton droogt uit,Shrink some buildings,Concrete dries out,3,g,Beton;Field2
CV nodig anders is het koud,Beton droogt uit,Resume required otherwise the cold,Concrete dries out,1,g,Beton;Field2
Krimpt beton,Beton droogt uit,shrinks concrete,Concrete dries out,3,g,Beton;Field2
is er nu wel goed beton maar vroeger niet,Beton droogt uit,is now well used but not concrete,Concrete dries out,0,c,Beton;Field2
Vergroot het beton,Beton droogt uit,Increase the concrete,Concrete dries out,0,c,Beton;Field2
door CV instalatie droogt het beton uit,Beton droogt uit,by heating instalation concrete dries out,Concrete dries out,2,g,Beton;Field2
Maken zij het van beton,Beton droogt uit,they make it concrete,Concrete dries out,0,c,Beton;Field2
hebben ze een wet nodig om te bepalen of het beton goed genoeg is,Beton droogt uit,they need a law to determine whether the concrete is good enough,Concrete dries out,0,c,Beton;Field2
door een warme droge lucht,Beton droogt uit,by a warm dry air,Concrete dries out,0,c,Beton;Field2
Als beton warm wordt (bv door verwarming) krimpt het,Beton droogt uit,If concrete is hot (eg heater) it shrinks,Concrete dries out,3,g,Beton;Field2
Beton krimpt als er centrale verwarming is,Beton droogt uit,Concrete shrinks as there is central heating,Concrete dries out,3,g,Beton;Field2
beton is niet van goede kwaliteit,Beton droogt uit,concrete is not of good quality,Concrete dries out,0,c,Beton;Field2
zie je er voor 6 maanden zeker jonger uit,Kan helpen tegen rimpels tussen ogen en voorhoofd,you certainly under 6 months,Can help against wrinkles between the eyes and forehead,4a,g,Botox;Field2
geen zenuwtrekjes hebben bij de oogleden (veel knipperen),Kan helpen tegen rimpels tussen ogen en voorhoofd,no tics have (lots of blinking) on ​​the eyelids,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
gebruikt voor spierspasme oud ONLEESBAAR,Kan helpen tegen rimpels tussen ogen en voorhoofd,used for muscle spasm old UNREADABLE,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
Zijn rimpels weg,Kan helpen tegen rimpels tussen ogen en voorhoofd,His wrinkles away,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
wordt het gebruikt om de huid strak te treken,Kan helpen tegen rimpels tussen ogen en voorhoofd,it is used to move over the skin tight,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
gebruiken mensen dat omdat dat hun aanspanning helpt,Kan helpen tegen rimpels tussen ogen en voorhoofd,people use it because it helps their tightening,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
zorgt het voor een verlamming tussen je spieren,Kan helpen tegen rimpels tussen ogen en voorhoofd,it creates a paralysis between muscles,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
verlamt dat stukje huid,Kan helpen tegen rimpels tussen ogen en voorhoofd,paralyzes that piece of skin,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
is het belangrijk dat dokters dit veilig toepassen,Kan helpen tegen rimpels tussen ogen en voorhoofd,it is important that doctors use it safely,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
Ontspannen je oogleden,Kan helpen tegen rimpels tussen ogen en voorhoofd,Relax your eyelids,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
zenuwen verlamt,Kan helpen tegen rimpels tussen ogen en voorhoofd,nerves paralyzes,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
verlamt de spieren,Kan helpen tegen rimpels tussen ogen en voorhoofd,paralyzes the muscles,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
wordt het gebruikt om rimpels weg te laten zijn,Kan helpen tegen rimpels tussen ogen en voorhoofd,it is used to eliminate wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
wordt het gebruikt in plastische chirurgie,Kan helpen tegen rimpels tussen ogen en voorhoofd,It is used in plastic surgery,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
de rimpels worden gladgestreken,Kan helpen tegen rimpels tussen ogen en voorhoofd,the wrinkles are ironed out,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
Wordt het gebruikt in plastische chirurgie,Kan helpen tegen rimpels tussen ogen en voorhoofd,It is used in plastic surgery,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
kunnen rimpels verborgen worden,Kan helpen tegen rimpels tussen ogen en voorhoofd,can hide wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
Worden in de plastische chirurgie in je voorhoofd gespoten,Kan helpen tegen rimpels tussen ogen en voorhoofd,Are in plastic surgery injected into your forehead,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
vermindert rimpels + gladde huid,Kan helpen tegen rimpels tussen ogen en voorhoofd,reduces smooth skin wrinkles +,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
laten veel mensen dit inspuiten door de plastisch chirurg zodat ze minder rimpels krijgen,Kan helpen tegen rimpels tussen ogen en voorhoofd,let many people this injection by the surgeon so they have fewer wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
verdwijnen er rimpels,Kan helpen tegen rimpels tussen ogen en voorhoofd,wrinkles disappear,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
verlamd,Kan helpen tegen rimpels tussen ogen en voorhoofd,paralysed,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
werd het gebruikt bij mensen die veel met hun ogen knipperen,Kan helpen tegen rimpels tussen ogen en voorhoofd,it was used by people blink much with their eyes,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
Kan je het gebruiken om rimpels weg te halen,Kan helpen tegen rimpels tussen ogen en voorhoofd,Can you use it to remove wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
spieren verlamd,Kan helpen tegen rimpels tussen ogen en voorhoofd,paralyzed muscles,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
gebruikt in de plastische chirurgie tegen rimpels,Kan helpen tegen rimpels tussen ogen en voorhoofd,used in plastic surgery for wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
vermindert rimpels,Kan helpen tegen rimpels tussen ogen en voorhoofd,reduces wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
mensen kunnen het in hun gezicht laten spuiten,Kan helpen tegen rimpels tussen ogen en voorhoofd,people can leave the spray in their face,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
kan het ook ingespoten worden om rimpels te verminderen,Kan helpen tegen rimpels tussen ogen en voorhoofd,it can also be injected to reduce wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
worden rimpels opgevuld,Kan helpen tegen rimpels tussen ogen en voorhoofd,be filled wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
gebruiken mensen het om rimpels weg te halen,Kan helpen tegen rimpels tussen ogen en voorhoofd,people use it to remove wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
wordt het gebruikt om rimpels op te vullen,Kan helpen tegen rimpels tussen ogen en voorhoofd,it is used to fill wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
Gebruikt om rimpels glad te strijken,Kan helpen tegen rimpels tussen ogen en voorhoofd,Used to smooth wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
moeilijker knippen,Kan helpen tegen rimpels tussen ogen en voorhoofd,difficult cut,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
verdooft zenuwen/spiertjes,Kan helpen tegen rimpels tussen ogen en voorhoofd,stuns nerves / muscles,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
ontspant de huid/spier zien,Kan helpen tegen rimpels tussen ogen en voorhoofd,relaxes see the skin / muscle,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
mensen zien er mooier uit,Kan helpen tegen rimpels tussen ogen en voorhoofd,people look better,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
wordt botox gebruikt tegen rimpels,Kan helpen tegen rimpels tussen ogen en voorhoofd,Botox is used against wrinkles,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
haalt rimpels weg,Kan helpen tegen rimpels tussen ogen en voorhoofd,takes away wrinkles,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
wordt het vaak gebruikt bij mensen die veel knipperen,Kan helpen tegen rimpels tussen ogen en voorhoofd,is often used when people blink much,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
stoppen je gezichtsdelen met bewegen,Kan helpen tegen rimpels tussen ogen en voorhoofd,Stop your face moving parts,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
valt beweging weg,Kan helpen tegen rimpels tussen ogen en voorhoofd,is moving away,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
Worden rimpels minder goed zichtbaar,Kan helpen tegen rimpels tussen ogen en voorhoofd,Wrinkles are less visible,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
"worden de spieren ""verlamd""",Kan helpen tegen rimpels tussen ogen en voorhoofd,"muscles ""paralyzed"" are",Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
kun je met botox je zenuwen niet altijd goed gebruiken,Kan helpen tegen rimpels tussen ogen en voorhoofd,you can not always make good use of your nerves with botox,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
gaan rimpels weg,Kan helpen tegen rimpels tussen ogen en voorhoofd,wrinkles go away,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
Word er een deel wat ingespoten wordt verlamd,Kan helpen tegen rimpels tussen ogen en voorhoofd,Become a part that is injected paralyzed,Can help against wrinkles between the eyes and forehead,0,c,Botox;Field2
Heb je minder rimpels als je het inspuit,Kan helpen tegen rimpels tussen ogen en voorhoofd,Have fewer wrinkles when the injection,Can help against wrinkles between the eyes and forehead,3,g,Botox;Field2
geen last meer van spastische spieren,Kan helpen tegen rimpels tussen ogen en voorhoofd,no longer suffer from spastic muscles,Can help against wrinkles between the eyes and forehead,2,g,Botox;Field2
